Mt-enriched progenitors_name,Mt-enriched progenitors_logfoldchange,Mt-enriched progenitors_pval,Embryonic gut mesenchymal cells_name,Embryonic gut mesenchymal cells_logfoldchange,Embryonic gut mesenchymal cells_pval,Gut wall SM and ICCs_name,Gut wall SM and ICCs_logfoldchange,Gut wall SM and ICCs_pval,Villus SM cells_name,Villus SM cells_logfoldchange,Villus SM cells_pval,Mature fibroblast-like cells_name,Mature fibroblast-like cells_logfoldchange,Mature fibroblast-like cells_pval,Pericytes_name,Pericytes_logfoldchange,Pericytes_pval,Colonic mesenchymal cells-1_name,Colonic mesenchymal cells-1_logfoldchange,Colonic mesenchymal cells-1_pval,Colonic mesenchymal cells-2_name,Colonic mesenchymal cells-2_logfoldchange,Colonic mesenchymal cells-2_pval,Tmem176a+ cells_name,Tmem176a+ cells_logfoldchange,Tmem176a+ cells_pval,Undifferentiated endothelial cells_name,Undifferentiated endothelial cells_logfoldchange,Undifferentiated endothelial cells_pval,Transitioning endothelial cells_name,Transitioning endothelial cells_logfoldchange,Transitioning endothelial cells_pval,Venous endothelial cells_name,Venous endothelial cells_logfoldchange,Venous endothelial cells_pval,Arterial endothelial cells_name,Arterial endothelial cells_logfoldchange,Arterial endothelial cells_pval,Lymphatic endothelial cells_name,Lymphatic endothelial cells_logfoldchange,Lymphatic endothelial cells_pval,Capillary endothelial cells_name,Capillary endothelial cells_logfoldchange,Capillary endothelial cells_pval,Lgr5+ stem/ progenitor cells_name,Lgr5+ stem/ progenitor cells_logfoldchange,Lgr5+ stem/ progenitor cells_pval,Enterocytes-1_name,Enterocytes-1_logfoldchange,Enterocytes-1_pval,Enterocytes-2_name,Enterocytes-2_logfoldchange,Enterocytes-2_pval,Enterocytes-3_name,Enterocytes-3_logfoldchange,Enterocytes-3_pval,Goblet cells_name,Goblet cells_logfoldchange,Goblet cells_pval,Enteroendocrine cells_name,Enteroendocrine cells_logfoldchange,Enteroendocrine cells_pval,Enteric neurons_name,Enteric neurons_logfoldchange,Enteric neurons_pval,Enteric glial cells_name,Enteric glial cells_logfoldchange,Enteric glial cells_pval,Enteric neuronal progenitor cells_name,Enteric neuronal progenitor cells_logfoldchange,Enteric neuronal progenitor cells_pval,Mesothelial progenitor cells_name,Mesothelial progenitor cells_logfoldchange,Mesothelial progenitor cells_pval,Differentiated mesothelial cells_name,Differentiated mesothelial cells_logfoldchange,Differentiated mesothelial cells_pval,Macrophages-1_name,Macrophages-1_logfoldchange,Macrophages-1_pval,Macrophages-2_name,Macrophages-2_logfoldchange,Macrophages-2_pval,Erythrocytes_name,Erythrocytes_logfoldchange,Erythrocytes_pval
Rps14,0.0535832,3.1993598544881535e-25,Col12a1,3.0009382,0.0,Etv1,3.7846782,4.390555421744965e-248,Fxyd1,3.8459687,2.106128780727334e-70,Tshz2,2.4492347,0.0,F2r,3.515637,6.583329076693754e-61,Lpar1,2.6302478,3.383097375754427e-137,Rab34,2.2449348,9.714361208894678e-87,Spon2,5.6360736,1.2927570442100456e-16,Cavin3,1.1873183,1.8100591873462147e-149,Tagln2,1.8441247,7.176300966538027e-294,Adam15,3.4424293,2.4774978452273384e-113,App,2.264237,5.803232980161602e-52,Lama4,2.3719532,2.495462489693146e-126,Ehd4,3.8975215,0.0,Rpl18a,0.7092752,4.787351200390016e-267,Pgk1,2.329332,0.0,Plin3,3.8643463,0.0,Gabarap,1.3947775,2.750476351102278e-129,Sytl2,5.68153,5.616891624914869e-89,Cadps,4.813553,6.428750545891739e-46,Pcbp4,2.8618658,0.0,Scn7a,7.5898824,1.579289418118974e-100,Spon1,4.047895,1.995990597734707e-218,Tmem98,2.8709667,1.8543322810691688e-160,Cxadr,3.9924605,1.0111974589197737e-172,Prdx5,2.1092734,0.0,Cd68,5.099622,1.1609933644783157e-167,Xk,4.73096,4.356481077250254e-07
Rps27a,0.060668938,5.624066252326891e-25,Csrp2,1.7338903,0.0,Ppp1r12b,3.1813726,1.6626574726762735e-245,Pdgfrb,4.225778,2.8768655645068335e-70,Rarres2,3.3419437,0.0,Gcgr,10.35552,6.940690663105232e-61,H3f3a,0.6897817,1.1597333602735733e-136,Ptch1,2.9168875,3.799879312025578e-86,Pmepa1,2.6010313,1.9653532582879232e-16,Rasip1,1.8238525,1.0379636188589261e-148,Adgrf5,2.318697,1.511641567002749e-290,Anxa3,2.843735,6.759783985328538e-113,Sat1,2.6093667,7.065605432505989e-52,Kdr,2.303694,2.907756828725341e-125,Mmrn2,4.454249,0.0,Hmga2,2.1330602,2.8696099436860405e-265,Fgfbp1,5.547353,0.0,Oat,4.303419,0.0,Chchd10,3.100182,6.194128767190295e-129,Sec11c,3.7129567,3.500450043918914e-88,Cd24a,2.7233484,7.402160906616746e-46,Dctn3,2.116604,0.0,Pmepa1,3.2495637,2.75227670581492e-100,Set,1.2199847,1.0037469328568378e-214,Rspo3,3.037469,5.370720305929964e-159,Lgals1,3.414022,1.2359563786777951e-172,Ms4a6d,5.929168,0.0,Apol7c,9.13372,7.272135472505126e-164,Ackr3,2.0772126,8.401883292473589e-07
Rps16,0.033433378,1.9901117858087374e-24,Bgn,2.2065816,0.0,Tagln,3.193496,2.2039120382087e-239,Serpine2,3.643308,3.475297597700225e-70,Col5a3,6.080269,0.0,Rgs7bp,4.7217946,1.9407076404236874e-60,Eid1,1.2912937,4.348998029174144e-135,Tpt1,0.48511973,1.9931340112076338e-85,Fhl2,3.8323138,3.2501861091050524e-16,Ecscr,1.5752398,3.749805437310029e-141,Pcdh17,2.509924,6.771536685073561e-283,Edn1,5.207808,3.355250452477765e-112,Smad7,3.1112337,1.3672584875886612e-51,Cyb5a,1.6392782,2.7446102539108345e-124,Rasip1,3.6693735,0.0,Rpl23a,0.86781704,1.6305354858528648e-264,Muc13,3.8580775,0.0,Hadh,3.604803,0.0,Plac8,2.9115753,8.166173991210358e-129,Cmpk1,2.6360252,7.542060180819099e-87,Scg2,8.867361,1.3473431628233731e-45,Ascl1,5.0809016,0.0,Lmna,3.379517,2.0001468132886215e-98,Glrx3,1.477916,2.0050341078624466e-214,Mab21l2,2.259579,1.3881527835494417e-157,Cd2ap,2.8163207,1.3236664994327484e-171,Ucp2,2.7790105,0.0,Fyb,5.0198975,1.1341292523492969e-163,Mgst3,1.0191863,1.2819670460462453e-06
Rps15,-0.17328408,1.073650937279334e-22,Col6a3,2.3708029,0.0,Myh11,4.6951594,2.778586519023205e-235,Atp2a2,2.7961404,2.3199890350796856e-69,Loxl1,3.9264264,0.0,Fermt2,2.428411,2.2686451244617291e-60,Rab34,1.992632,7.678723828985695e-134,Angptl1,4.811489,4.547550051746881e-85,Stox2,3.83911,5.2956119989043e-16,Myl6,0.18917826,1.0370047743303262e-140,Arpc3,1.4445688,2.1117814265901206e-281,Nr2f2,2.8206265,2.9632061202129035e-110,Myl12a,1.7275966,1.2463736667404857e-50,Tm4sf1,3.1647146,2.824958783898468e-124,Itga1,4.4482675,0.0,Rpl4,0.8287652,7.263436331819756e-264,Atp5g1,1.8386947,0.0,Cps1,4.9965897,0.0,Fcgrt,3.343472,4.662618268729371e-127,Bcas1,7.840046,7.8811702538630175e-87,Serpina1e,5.612589,1.5695250734629825e-44,Rundc3a,6.419714,0.0,Sema3c,4.6604,1.618113750778708e-97,Hoxa5,2.6337345,1.7073344485586357e-211,Sparc,1.9947768,7.225527542814487e-153,Ccdc80,3.7973387,1.641828632528603e-169,Maf,3.2472532,0.0,H2-DMb1,7.7801485,1.8950081255644383e-160,Prr13,1.1218591,1.6531874525933645e-06
Naca,-0.19867264,2.933298636829404e-22,Mgp,2.9829483,0.0,Malat1,1.716035,2.7863461847006726e-235,Cnn2,2.8374965,6.560023140318142e-69,Ndn,2.630051,0.0,Rcsd1,3.918605,2.01390086491954e-59,Col1a2,1.6552181,8.143438854352057e-132,H2afv,1.483766,2.7895378916931916e-82,mt-Nd4,0.7906011,5.380956470592101e-16,Pecam1,1.4299685,3.489044969706216e-138,Ehd2,2.3186052,1.8163900566031158e-280,Adgrg6,5.4742846,7.886225027800042e-110,Ifitm3,2.405439,1.9419568910838872e-50,Pecam1,2.3229656,5.540329379500356e-124,Lamb1,3.1627693,0.0,Pkm,1.322021,1.657218879054272e-263,Atp5b,1.6214569,0.0,P4hb,2.9387038,0.0,Atp5c1,1.4142076,3.0466085207033103e-125,Creb3l1,4.3151064,1.192560502661295e-85,Cacna2d1,3.4684405,8.435677432528134e-43,Ank2,3.9647484,0.0,Atp1a2,5.1646056,4.89169859602092e-97,Arvcf,3.7755394,5.261987373023401e-209,Ccnd3,1.5150017,2.818401816212579e-152,Tmem151a,5.642429,2.761212526921785e-169,Grn,2.673567,0.0,Ccr1,5.8488708,2.6789490356714304e-159,AY036118,0.96908104,1.7554979795687307e-06
Rps23,0.009102502,8.068460567571732e-22,Emilin1,2.082922,0.0,Rgs10,2.3057067,1.9576176558960404e-234,Olfml2b,4.311305,5.120317796960488e-68,Bicc1,3.6174695,0.0,Nkx2-3,2.6347282,6.557649682374212e-59,Pnisr,1.3960607,1.4179867957018268e-130,Sox4,1.6884575,2.648219320086464e-80,Stc2,7.504555,8.401341584243283e-16,Mif,0.5021922,3.3909748716538366e-136,Map4k4,1.8085828,3.277059105104665e-280,Rasip1,3.0504706,2.899638520677269e-109,Tm6sf1,3.5670874,3.212773241615443e-50,Selenop,2.2413852,2.2874980130237573e-123,Slc9a3r2,3.552721,0.0,Phgdh,2.1545312,7.496566914246868e-262,Plcb3,3.2581155,0.0,Fuca2,4.7665606,0.0,Aprt,1.6479594,1.6446442019454988e-122,Rab25,3.752541,1.8526592264473743e-83,Ptprn2,8.822046,1.0672424702683392e-42,Pfn2,2.6411123,9.144189673917997e-307,Hspg2,3.2438872,5.397812981096513e-97,Tbx2,2.9171557,2.293205399726492e-206,Rspo1,4.3916807,5.8121453527667755e-151,Megf6,4.3819017,1.9819697130256968e-168,Ptpn6,5.3549833,0.0,Psmb8,4.5990925,3.874319094658232e-158,Spta1,6.1472383,2.10697521658757e-06
Rpl26,-0.063017905,7.038308909705626e-21,Tceal9,1.3623599,0.0,Aldh1a1,4.136292,3.5904399265438997e-234,Heyl,5.3605514,6.4178827029244235e-68,Thbs2,4.705452,0.0,Lims1,2.6074018,2.9991891965511517e-58,Runx1t1,2.2859385,4.875464490197586e-130,Sparc,1.9859282,1.01558600172289e-77,Tbx3,3.8871355,9.429571170076074e-16,Hmgb2,0.87362224,6.424636056414922e-134,Klhl4,3.165455,2.6333983205988047e-279,Cd93,3.1162324,1.1875674763212184e-108,Hey1,3.9764822,3.776307771817185e-50,Tmsb4x,1.0757,5.482058391322975e-123,Emp1,3.4853153,0.0,Hsp90ab1,0.8912023,1.1724569896603634e-261,Krt18,3.207182,0.0,Insig1,4.3357334,0.0,Atp5j2,1.2947791,7.571580183904268e-122,Slc12a8,8.417429,1.9983788242751374e-83,Gnao1,4.135649,1.5453296117628182e-42,Rufy3,3.8663418,3.8727286180483706e-305,Afap1l2,4.9292727,2.2948576532924033e-96,Mef2c,1.9122069,1.577463822487989e-202,Ptn,2.1340911,1.2590962720466179e-149,Tapbp,3.7116807,2.1075251538321658e-168,Fermt3,5.8528905,0.0,Irf8,4.512362,4.180260784259655e-154,Rnf10,1.0371081,3.499430665158121e-06
Sumo2,-0.11811484,1.0819862670080409e-20,Tcf21,2.4931536,0.0,Fermt2,1.7458774,4.474235302368108e-234,Cav1,3.3076622,8.006757117239205e-68,Cd248,3.7146766,0.0,Sept7,1.756341,5.14134147807309e-58,Xist,2.096959,4.813825463021853e-128,Emilin1,1.9074082,1.858224537050961e-77,Fhl1,4.1031785,1.8879094531740067e-15,Rpl28,0.20353422,7.419006040325766e-131,Myct1,2.471868,6.846235224828116e-279,4931406P16Rik,2.7709084,4.22000951552832e-108,Cav2,3.6965919,7.326825068240015e-50,Cd9,2.3923163,8.841723105982428e-123,Lrrc8c,4.075605,0.0,Rps18,0.93959457,4.906933153522101e-260,Scd2,2.6103234,0.0,Tmem37,4.656951,0.0,Bpnt1,3.428741,7.518589916919996e-121,Klf5,3.6967776,5.139191564168548e-83,Cnot6l,2.6683762,1.8762791662059004e-42,Gsk3b,1.980807,1.7498038121010486e-304,Prss23,3.5757833,1.6588818027153446e-95,Dpysl3,1.9969445,2.565828851610023e-202,Gsta4,2.4826221,1.6660227325165454e-148,Serping1,3.7540588,4.745768936161129e-168,Arpc2,1.3706036,0.0,Cd300c2,5.69157,1.3566377130854086e-152,Slc25a39,1.2683632,4.189548141836681e-06
Rpl18a,0.038522497,2.3716262777493365e-20,Sulf1,2.9855874,0.0,Slc25a4,1.1239915,1.4658789904662537e-227,Col4a2,3.1797493,1.2063894770860562e-67,Col16a1,3.7673924,0.0,Atp1b2,5.4349747,8.522409433198827e-57,Ptprd,2.3627605,5.942074631903728e-128,Meg3,2.3548844,2.7015043671489955e-77,Slitrk6,4.273529,2.866532610907498e-15,Rps20,0.26857728,3.583313628838592e-128,Calm1,1.2067082,1.1744797004268416e-278,Heg1,3.1682084,6.645360768345045e-108,Sparc,2.3915544,9.94095399206366e-50,Fkbp1a,1.5100089,3.487378401789275e-121,Dlc1,3.471077,0.0,Rpl17,0.72530603,8.623219938955172e-260,Rbm47,3.6509829,0.0,Chchd10,4.2178483,0.0,Cox7b,1.5995072,2.187207078882754e-120,Pdxdc1,3.2819653,9.889659038013217e-83,Tmem59,1.727922,8.127237788787897e-42,Ctxn1,3.09001,3.980931223783099e-298,Reln,6.4682403,1.0511795661376881e-93,Prdx2,1.1481732,1.7417433925477895e-201,Runx1t1,2.4077222,6.1266940058080986e-148,Sema3c,4.337995,1.436562500092663e-167,Adgre1,6.4246035,0.0,Gdi2,2.0878575,3.938110600890422e-152,Acp5,2.074338,4.33819089427519e-06
Rpl7,-0.096683756,1.1337585119217043e-19,Atxn7l3b,1.4129747,0.0,Kcnq1ot1,1.5209178,5.643287417741126e-227,Procr,4.7664037,3.194228783366854e-67,Fmo1,5.5869303,0.0,S100a11,1.9872533,2.937558182087528e-56,Dlk1,1.7110354,2.987005049548121e-125,Cbx1,1.4944276,4.189415418320143e-77,Id2,2.2545326,5.625552490835135e-15,Marcksl1,0.6771235,3.2384335700497184e-127,Msn,1.9218065,2.0516368278025863e-277,Meox2,5.638447,4.826292126473956e-107,Id1,2.6391459,1.7121249485984116e-49,Rasip1,2.3294587,8.523277491181655e-119,Clec14a,4.3874655,0.0,Rps9,0.7094387,6.00505822874002e-258,Ezr,2.9339046,0.0,Ndrg1,4.5249557,0.0,Usmg5,2.1127958,4.582773778410391e-120,Ssr4,2.05404,1.1462902876911979e-81,Tmc4,3.567759,8.203862701739046e-42,Sgip1,4.75215,2.0378121117773505e-294,Vgll3,6.456895,3.5866649242317206e-93,Serpini1,4.3486423,1.579722107718807e-197,Palld,2.028147,3.9939812433326676e-147,Lox,4.058069,1.8226838090257445e-166,Ctsz,2.0401685,0.0,Ctsz,2.6662838,3.752727029100659e-151,Hbq1b,9.939722,5.505451122986266e-06
Rps15a,-0.0046860566,3.643245161560471e-19,Ptprd,2.7077675,0.0,Ccnd3,1.3264637,1.618666337142362e-224,Wtip,3.5828807,5.53618801560859e-66,Gas1,2.8130367,0.0,Gucy1b1,3.6336598,1.073821146801477e-55,Hnrnpr,1.3018411,2.1659407250461567e-122,Islr,2.2689257,7.885017064235199e-77,Tcf4,2.18783,5.646691395588439e-15,Npm1,0.36668018,1.579445366618293e-124,Rbp1,1.9500875,1.9976479265024547e-276,Piezo1,3.3788629,5.724783849737142e-107,Eogt,4.2915525,4.824130291917884e-49,Igf1,2.284881,2.2506951771585023e-117,Ecscr,3.4186919,0.0,Rplp0,0.74612314,1.2935733139350428e-257,Gmds,3.157388,0.0,Vmp1,3.6005898,0.0,Fbp1,6.848278,7.859876137645066e-120,Elf3,3.808178,2.5987875420467565e-81,Akr1c12,3.2409604,2.191261602741168e-41,Kif1b,2.6163707,9.114482441229887e-293,Cdh2,3.9999526,7.604614391370175e-93,Tcf4,1.692746,1.132003447742189e-196,Pigyl,1.9972636,1.90431396434982e-146,Pdpn,4.445834,5.3508020508593055e-166,Alox5ap,6.4710736,0.0,Lyn,3.9230855,1.8834864785585184e-149,Dyrk3,4.704852,1.2320777902157739e-05
Rps3,0.00087095005,8.964802664739435e-19,Des,2.6825163,0.0,Flna,1.6233429,1.2965602651541835e-223,Ntrk3,5.61581,5.685148874511358e-66,Igfbp5,3.363244,0.0,Itgb1,1.8196253,1.479000517259646e-55,Foxp2,2.6823666,7.500805296738607e-122,Phlda1,2.8729808,9.962467297855376e-76,Lpp,2.1074057,1.0038837399761714e-14,Ncl,0.44496578,1.7733788423143096e-124,Rasgrp3,2.7475142,2.2582629552975213e-273,Rassf9,4.580729,2.0964194978801123e-106,Dkk2,4.0362744,8.847724281258913e-48,Rnf141,3.4888358,2.888933484041737e-117,Tmem88,3.686845,0.0,Fxyd3,3.6171048,3.0436404457034286e-255,Stard10,3.164659,0.0,Gm21885,5.6889954,0.0,Ndufa6,1.8704572,5.0775612523652635e-117,Tsta3,3.2966278,2.8365821514426495e-81,Syt13,6.837962,3.711056042039862e-41,Eif1b,1.8614568,1.5980416452728833e-290,Nid2,3.337733,1.658045674754497e-91,Sox8,6.1309147,2.55296197904188e-194,Dpp4,2.8702748,2.7880594592961423e-146,App,2.3702846,1.9878193577297618e-164,Limd2,2.5569167,0.0,Ptgs1,4.6034093,3.757611519339415e-149,Cldn13,10.891279,1.3795971192289763e-05
Mif,0.10851929,1.0598324496165615e-18,Cald1,1.7797017,0.0,Zfhx3,1.7939602,1.1790913847821694e-221,Pdlim7,2.886535,6.900522098151095e-66,Igf1,3.2844949,0.0,Raph1,3.0896978,1.872968136743001e-55,Bex3,1.2490531,1.2426878155724991e-121,Emp3,1.7544113,5.090015322935721e-75,Tmem178,6.660782,1.6701504807551666e-14,Rps7,0.24781032,3.85407154552725e-124,Lxn,2.1885388,8.73202821165783e-273,Esam,3.0284622,3.7989552046380567e-106,Msn,2.4598212,1.5122224655912805e-47,Ece1,2.4825294,3.0705092737420986e-117,Gng11,2.8694367,0.0,Rps11,0.55259293,3.8345414223103513e-255,Ldha,2.1182294,0.0,Slc5a1,6.0331607,0.0,H19,1.9405828,5.598428687953234e-117,C1galt1c1,3.8385165,3.724652816770101e-80,Ndrg1,2.350388,3.8767446220164135e-41,Hmgb3,2.0230646,9.181948831172027e-286,Tmod2,4.9193573,1.7193440792274724e-91,Dek,1.647424,2.0612744003773356e-190,Ubb,0.74156773,1.99810657061029e-145,Bcam,4.0047956,4.1120234716745383e-160,Ncf2,4.9437723,0.0,Serinc3,3.0443592,1.798500262023157e-148,Sptb,5.5324407,1.8583127332769527e-05
Hmgn1,0.029639835,5.3114900614044006e-18,Ccnd3,1.4685009,0.0,Carmn,3.9646409,1.895580007172428e-221,Stbd1,4.8169904,9.71068888734169e-66,Htra3,4.4774885,0.0,Col3a1,2.7738748,2.0659348670641618e-55,Maged1,1.3212717,1.0377315865654876e-120,Fbn2,1.9459447,2.232747035124493e-74,Mylk,2.98195,1.9148896255746114e-14,Rpl15,0.27479777,1.2529524961694408e-120,Ppp1r2,1.7436013,3.3448133818731864e-263,Ephb4,3.3725016,5.919082318024464e-106,H2-D1,2.6999807,7.720886173150908e-47,Jup,2.3313382,1.0684997680150626e-116,Itga6,3.4082654,0.0,Klf5,2.7833643,7.757583077376498e-254,Serpinb1a,3.2665086,0.0,Aadac,5.8191385,0.0,Snx3,1.7716833,1.1265048543301718e-114,Rab27b,5.9444056,4.159127489475616e-80,Celf3,4.183343,9.029298297422794e-41,Gng3,6.448766,2.1287937868530048e-285,Fbxo7,4.9130535,2.4866440954058515e-91,Hnrnpa1,1.1259959,7.51267708906398e-189,Cdkn1c,1.8012387,2.673409356022945e-145,Tnfrsf11b,5.7026477,2.2160810039449843e-155,Trem2,6.808985,0.0,Gbp7,4.72215,1.0568947725437697e-147,Slc48a1,2.0253203,2.192863703680987e-05
Ran,0.053713396,8.53774510571093e-18,Pmp22,2.1101372,0.0,Myl6,0.9700651,8.957768546694434e-215,2310022B05Rik,3.746742,1.2177329575085406e-65,Kcnq1ot1,2.262685,0.0,Adamts2,4.248868,5.796843236809898e-54,Sub1,0.9454193,1.9404771195009264e-120,Tceal9,1.2784464,1.9011199956868787e-73,Runx1,4.6705604,1.94586805203221e-14,Tmem255a,2.6770103,3.798173545373888e-120,Cfl1,1.0268935,8.727778949987423e-263,Fli1,3.16856,1.1690329672985644e-105,Prex2,3.3225951,8.404937632791437e-47,Rhoj,2.377033,1.3689722992161203e-114,Vamp5,3.5829048,0.0,Gipc2,2.500567,4.776692295418646e-246,Lad1,3.9239347,0.0,Tmem51,4.693283,0.0,Plin2,3.046937,1.7529885000914825e-113,Dstn,2.1571743,4.541399114967351e-80,Fev,9.547554,1.6600174964531522e-40,Scg3,6.395569,2.534591737241867e-285,Matn4,6.787986,6.262395043030922e-91,Eif1b,1.45763,9.0963338020612e-189,Ndn,1.8749216,2.715836306058077e-144,Tspo,2.7535179,3.9321561441268165e-155,Lamp1,1.798826,0.0,Actr3,2.363103,3.4402822372333444e-147,Abcb10,2.5328271,2.3298496878682177e-05
Rps17,-0.24353819,1.08616309977372e-17,Osr1,2.6215534,0.0,Des,2.6031752,2.817043700978454e-212,Csrp1,3.2062166,4.6820049821504584e-65,Timp2,2.7081797,0.0,Pten,2.4945173,2.3314801588936907e-53,Mettl9,1.2802844,2.119237063427268e-120,Pafah1b3,1.4931148,2.209297464304003e-73,mt-Nd3,1.2148566,2.9661366450120357e-14,Egfl7,1.2489592,2.2558474262594638e-119,Mmrn2,2.4710333,1.4729605618135034e-262,Gng11,2.7051787,2.2735123074458514e-105,Thsd7a,4.923021,9.829460142908415e-47,Sh3glb1,1.6512455,5.314327207681638e-114,Ace,5.086473,0.0,Rps27a,0.5751902,2.7730486047800317e-244,Pcsk9,4.12557,0.0,Ociad2,4.426096,0.0,Cdkn1c,1.8907247,4.6282449067523194e-113,Spink1,3.7798753,5.032988218035215e-80,Tspan1,5.249508,3.76223390843959e-40,Ddx5,1.3343797,5.6642813841860276e-285,Cmtm5,7.078867,1.199367467239357e-90,Rcc2,1.8019696,2.0269961515415765e-188,Tmem132a,2.5885484,3.4183658524710295e-142,Ahnak2,5.0108647,5.8521202815456155e-155,H2-D1,2.6207645,0.0,Asah1,2.9989884,2.0374312701806103e-146,Pnpo,2.1790469,2.4945883027517544e-05
Tagln,1.4443786,1.1301930078763064e-17,Rps15a,0.6742173,0.0,Ifitm3,1.5057012,1.3694388491727053e-210,Tbx2,4.138697,1.2897597159625768e-64,Cygb,4.943758,0.0,Aoc3,5.158133,3.354742493411446e-53,Rps14,0.6531855,3.8020708131027024e-120,Rps19,0.68096536,2.9216235492688526e-72,mt-Nd1,0.8123632,3.989012778931166e-14,Rps3,0.26017883,1.7343420404651854e-117,Ipo11,2.4274461,7.553199969300347e-261,Tm4sf1,3.0597863,2.5936837429487537e-105,Eng,2.6224756,1.6758997095983455e-46,S100a11,1.8430218,2.087131711049949e-113,Fxyd5,3.7038352,0.0,Rpl5,0.70508343,7.787359816106798e-242,Cdh1,3.934078,0.0,Atp1a1,3.2778282,0.0,Bri3,1.7714651,1.7334583578943966e-111,Oit1,9.335877,6.037794063313996e-80,Gucy2c,3.8706167,4.7283808674719904e-40,Kif21a,3.4545124,5.973677957841048e-283,Pdgfa,3.8063169,2.309106192092193e-90,Tlx2,3.7416294,4.2568837786086284e-188,Rab34,2.0661893,8.34033148684454e-141,Muc16,6.1723127,2.30858812067485e-152,Ly6e,2.7192671,0.0,Ftl1,1.6065208,2.1272670148242685e-146,Bcl2l1,1.9695597,2.5308367429609923e-05
Dlk1,0.72919035,3.0040454290235587e-16,Eid1,1.3874465,0.0,Rab34,2.0065215,1.6160363184156338e-210,Rasl11a,4.650583,3.396271166379131e-64,Aspn,5.1758466,0.0,Tpm4,1.7846959,7.408427031615524e-53,Ttc3,1.3035086,3.838255595897499e-119,Sept11,1.5805393,3.058826389541503e-72,Hmcn1,4.3211184,4.550405924593899e-14,Ppp1r14b,0.5580406,1.66372844237574e-111,Ctnnbip1,1.7972939,4.1147537776575084e-258,Srgn,3.540971,6.265892818330671e-105,Ctsh,3.7448177,3.4811658273829493e-46,Gap43,2.852875,5.1975177047576086e-113,Cyyr1,4.997963,0.0,Rpl6,0.64007276,3.489411413184583e-241,Bpnt1,3.3699234,0.0,Prkg2,5.2248273,0.0,Tmsb10,1.0422065,2.6383346162729245e-110,Pdia5,4.230982,1.5166441672480338e-79,Cdh17,3.4343324,1.0458773313361628e-39,Fabp5,2.0665538,2.7976201437519418e-282,1500015O10Rik,7.2924056,7.66041496690662e-89,Ss18l2,2.1887827,3.787196767740433e-186,Arhgap29,1.9508537,3.467166549609353e-140,Ltbp3,3.7505345,1.7765776691138953e-151,Ctsd,2.345003,0.0,Psme1,2.5380845,8.88136699344081e-146,Csmd2,6.0658584,3.166763052081259e-05
Rpl6,-0.1622861,4.0236142842556526e-16,Gsn,1.7861215,0.0,Eid1,1.2044823,1.6425197605789232e-210,Ppp1cb,2.5917697,6.040322922206601e-64,Fndc1,5.571187,0.0,Myl12a,1.6001658,8.009137769998301e-53,Mpped2,2.4803786,7.800545292460279e-119,Loxl2,2.4008064,4.829131937520672e-71,Iigp1,5.6527624,5.762380910933367e-14,Rpsa,0.35282448,2.695526528225893e-111,Clec14a,2.6893563,7.55032546097914e-256,Cav2,3.4404206,7.559975256227324e-105,She,3.6028185,5.261720182006954e-46,Ppp1r2,1.8520838,7.137463517071005e-113,Plcb1,4.8189015,0.0,Tmem238,2.7000191,8.928670678624863e-240,Hmgcs2,3.6156535,0.0,Slc17a5,5.205401,0.0,Txn1,1.159229,1.2628249511725753e-109,Klk1,10.900216,2.3222577789356253e-79,Tox3,3.7258072,1.2441000088897632e-39,Rbp1,2.1414852,2.0188461094902945e-280,Megf9,5.456729,1.8021406580567315e-88,Hsp90aa1,1.2910043,5.14674793683656e-186,Ptprd,2.385914,8.553409334819188e-139,Sdc4,3.157221,1.8843807051192366e-151,Fcrls,7.7535157,0.0,Slfn2,4.8588305,1.76191371304457e-145,Taldo1,0.50830543,5.6327684324232946e-05
Rps25,-0.26331654,4.565965618986348e-16,Sparcl1,1.8397151,0.0,Btg1,1.4363784,1.238568127997893e-209,Lhfp,4.1162944,7.728077799731565e-64,Marcks,1.6823772,0.0,Rasl11a,4.4231267,8.597584902267348e-52,Itm2a,1.540939,5.7215813444176875e-118,Chd3,1.6944218,6.808432111127004e-71,Arid5b,2.5684767,6.55218009011616e-14,Rps26,0.17445143,4.433176029167468e-111,Tjp1,2.0083218,2.816784036021079e-252,Mmrn2,3.3495455,9.18716217500322e-105,Tsc22d1,1.8899443,1.3703768142216067e-45,Sgk1,3.1014245,2.219812766820799e-112,Crip2,2.8490767,0.0,Ccdc34,1.9231056,2.130321197556784e-239,Acaa2,2.6031883,0.0,Fcgrt,4.5270014,0.0,Uqcrb,1.2537508,8.283887290593016e-109,Atp2a3,5.1493225,6.364369923060368e-78,Pclo,4.9455037,3.1617586579052663e-39,Cacng4,3.6736174,5.5900024396308715e-278,Fign,5.5325303,4.34403068646302e-87,Col18a1,1.8850979,2.3198367977764515e-185,Col5a2,1.7248509,1.5636426651236244e-138,Mgst1,2.8974235,6.210960996492813e-151,Mrc1,6.6648474,0.0,Epsti1,5.1571,4.9663966040621306e-144,Pkhd1l1,4.530194,6.248788925841055e-05
